idiom,submission,category,rating,likes,dislikes,reports,idiom_indices,idiom_words,lemmas,words
zaman kazanmak,Zamanında kazandığımız paralarla bir ev alırdık.,nonidiom,0.5,1,1,0,"[0, 1]","['Zamanında', 'kazandığımız']","['zaman', 'kazanmak', 'para', 'bir', 'ev', 'almak', '.']","['Zamanında', 'kazandığımız', 'paralarla', 'bir', 'ev', 'alırdık', '.']"
zaman kazanmak,Zamanını boşa harcamak yerine odaklanarak çalışmayı tercih ederek kazanmak istiyor.,nonidiom,1.0,4,0,0,"[0, 8]","['Zamanını', 'kazanmak']","['zaman', 'boşamak', 'harcamak', 'yerine', 'odaklamak', 'çalışmak', 'tercih', 'etmek', 'kazanmak', 'istemek', '.']","['Zamanını', 'boşa', 'harcamak', 'yerine', 'odaklanarak', 'çalışmayı', 'tercih', 'ederek', 'kazanmak', 'istiyor', '.']"
zaman kazanmak,Zamanını boşa harcaması değil geri kazanması lazım.,idiom,1.0,4,0,0,"[0, 5]","['Zamanını', 'kazanması']","['zaman', 'boşamak', 'harcamak', 'değmek', 'geri', 'kazanmak', 'Laz', '.']","['Zamanını', 'boşa', 'harcaması', 'değil', 'geri', 'kazanması', 'lazım', '.']"
zaman kazanmak,Zamanını iyi kullanıp sınavı kazanmak için elinden geleni yapmalısın.,nonidiom,1.0,3,0,0,"[0, 4]","['Zamanını', 'kazanmak']","['zaman', 'iyi', 'kul', 'sınav', 'kazanmak', 'içmek', 'el', 'gelen', 'yapmak', '.']","['Zamanını', 'iyi', 'kullanıp', 'sınavı', 'kazanmak', 'için', 'elinden', 'geleni', 'yapmalısın', '.']"
zaman kazanmak,Zamanını kazanmayı kesin gördüğü yarışmalara ayırıyordu.,nonidiom,1.0,3,0,0,"[0, 1]","['Zamanını', 'kazanmayı']","['zaman', 'kazanmak', 'kes', 'görmek', 'yarışmak', 'ayırmak', '.']","['Zamanını', 'kazanmayı', 'kesin', 'gördüğü', 'yarışmalara', 'ayırıyordu', '.']"
zaman kazanmak,Zamanının yavaş yavaş azaldığını görünce kazanmak için hızlı hamleler yapmaya başladı.,nonidiom,1.0,3,0,0,"[0, 5]","['Zamanının', 'kazanmak']","['zaman', 'yavaş', 'yavaş', 'azalmak', 'görmek', 'kazanmak', 'içmek', 'hız', 'hamle', 'yapmak', 'başlamak', '.']","['Zamanının', 'yavaş', 'yavaş', 'azaldığını', 'görünce', 'kazanmak', 'için', 'hızlı', 'hamleler', 'yapmaya', 'başladı', '.']"
zaman kazanmak,Zirveye vardığımız zaman kazandık demektir.,nonidiom,1.0,3,0,0,"[2, 3]","['zaman', 'kazandık']","['zirve', 'varmak', 'zaman', 'kazanmak', 'demek', '.']","['Zirveye', 'vardığımız', 'zaman', 'kazandık', 'demektir', '.']"
zaman kazanmak,her konuda hallederiz diyerek zaman kazanacağını düşünüyordu.,idiom,1.0,3,0,0,"[4, 5]","['zaman', 'kazanacağını']","['her', 'konu', 'halletmek', 'demek', 'zaman', 'kazanmak', 'düşünmek', '.']","['her', 'konuda', 'hallederiz', 'diyerek', 'zaman', 'kazanacağını', 'düşünüyordu', '.']"
zaman kazanmak,televizyonun kumandasını saklamak için zaman kazanmalıydı,idiom,1.0,4,0,0,"[4, 5]","['zaman', 'kazanmalıydı']","['televizyon', 'kumanda', 'saklamak', 'içmek', 'zaman', 'kazanmak']","['televizyonun', 'kumandasını', 'saklamak', 'için', 'zaman', 'kazanmalıydı']"
zaman kazanmak,Çekilişlerde bende zaman zaman kazandım,nonidiom,1.0,4,0,0,"[3, 4]","['zaman', 'kazandım']","['çekiliş', 'bent', 'zaman', 'zaman', 'kazanmak']","['Çekilişlerde', 'bende', 'zaman', 'zaman', 'kazandım']"
zaman kazanmak,Çekilişten araba kazandığım zaman buna kimseyi inandıramadım.,nonidiom,1.0,3,0,0,"[3, 2]","['zaman', 'kazandığım']","['çekiliş', 'Arab', 'kazanmak', 'zaman', 'bun', 'kimse', 'inanmak', '.']","['Çekilişten', 'araba', 'kazandığım', 'zaman', 'buna', 'kimseyi', 'inandıramadım', '.']"
zaman kazanmak,Çekilişten zaman yönetimi adlı kitabı kazandım.,nonidiom,1.0,3,0,0,"[1, 5]","['zaman', 'kazandım']","['çekiliş', 'zaman', 'Yönet', 'ad', 'kitap', 'kazanmak', '.']","['Çekilişten', 'zaman', 'yönetimi', 'adlı', 'kitabı', 'kazandım', '.']"
zaman kazanmak,Ödülü kazanmak için çok zaman harcadı.,nonidiom,1.0,3,0,0,"[4, 1]","['zaman', 'kazanmak']","['ödül', 'kazanmak', 'içmek', 'çok', 'zaman', 'harcamak', '.']","['Ödülü', 'kazanmak', 'için', 'çok', 'zaman', 'harcadı', '.']"
zaman kazanmak,Önceki turu daha erken bitirmek ona zaman kazandırdı.,idiom,1.0,4,0,0,"[6, 7]","['zaman', 'kazandırdı']","['önce', 'tur', 'daha', 'Erke', 'bitirmek', 'onamak', 'zaman', 'kazanmak', '.']","['Önceki', 'turu', 'daha', 'erken', 'bitirmek', 'ona', 'zaman', 'kazandırdı', '.']"
zaman kazanmak,Öğrenciler ödevlerin teslim tarihinin uzaltılmasını talep ederek zaman kazanmak istiyorlardı.,idiom,1.0,4,0,0,"[7, 8]","['zaman', 'kazanmak']","['öğrenci', 'ödev', 'teslim', 'tarih', 'uzaltılmasını', 'talep', 'etmek', 'zaman', 'kazanmak', 'istemek', '.']","['Öğrenciler', 'ödevlerin', 'teslim', 'tarihinin', 'uzaltılmasını', 'talep', 'ederek', 'zaman', 'kazanmak', 'istiyorlardı', '.']"
zaman kazanmak,Öğretmenim zamanından kazandığı yarışmaları bize anlattı.,nonidiom,0.6666666666666666,2,1,0,"[1, 2]","['zamanından', 'kazandığı']","['öğretmen', 'zaman', 'kazanmak', 'yarışmak', 'biz', 'anlatmak', '.']","['Öğretmenim', 'zamanından', 'kazandığı', 'yarışmaları', 'bize', 'anlattı', '.']"
zaman kazanmak,Ülkeler koronavirüs hızla yayılmasını önlemek için zaman kazanmaya çalışıyor.,idiom,1.0,3,0,0,"[6, 7]","['zaman', 'kazanmaya']","['ülke', 'koronavirüs', 'hızla', 'yayılmak', 'önlemek', 'içmek', 'zaman', 'kazanmak', 'çalışmak', '.']","['Ülkeler', 'koronavirüs', 'hızla', 'yayılmasını', 'önlemek', 'için', 'zaman', 'kazanmaya', 'çalışıyor', '.']"
zaman kazanmak,Üniversite sınavına hazırlanan öğrencilere sınav anında zaman kazanmaları adına taktikler gösterilir.,idiom,1.0,2,0,0,"[6, 7]","['zaman', 'kazanmaları']","['üniversite', 'sınav', 'hazırlamak', 'öğrenci', 'sınav', 'anı', 'zaman', 'kazanmak', 'ad', 'taktik', 'göstermek', '.']","['Üniversite', 'sınavına', 'hazırlanan', 'öğrencilere', 'sınav', 'anında', 'zaman', 'kazanmaları', 'adına', 'taktikler', 'gösterilir', '.']"
zaman kazanmak,Üniversite sınavını kazandığım zaman kimse beni tebrik etmedi.,nonidiom,1.0,3,0,0,"[3, 2]","['zaman', 'kazandığım']","['üniversite', 'sınav', 'kazanmak', 'zaman', 'kimse', 'ben', 'tebrik', 'etmek', '.']","['Üniversite', 'sınavını', 'kazandığım', 'zaman', 'kimse', 'beni', 'tebrik', 'etmedi', '.']"
zaman kazanmak,Üniversite sınavını ne zaman kazanacak ?,nonidiom,1.0,3,0,0,"[3, 4]","['zaman', 'kazanacak']","['üniversite', 'sınav', 'ne', 'zaman', 'kazanmak', '?']","['Üniversite', 'sınavını', 'ne', 'zaman', 'kazanacak', '?']"
zaman kazanmak,Üniversiteyi kazandığı zaman rahatladı.,nonidiom,1.0,3,0,0,"[2, 1]","['zaman', 'kazandığı']","['üniversite', 'kazanmak', 'zaman', 'rahatlamak', '.']","['Üniversiteyi', 'kazandığı', 'zaman', 'rahatladı', '.']"
zaman kazanmak,İhracat yaparak döviz kazanma zamanı geldi.,nonidiom,0.6666666666666666,2,1,0,"[4, 3]","['zamanı', 'kazanma']","['ihracat', 'yapmak', 'döviz', 'kazanmak', 'zaman', 'gelmek', '.']","['İhracat', 'yaparak', 'döviz', 'kazanma', 'zamanı', 'geldi', '.']"
zaman kazanmak,İngilizce blog yazısı yazdığımız zaman daha çok takipçi kazanıyoruz.,nonidiom,1.0,3,0,0,"[4, 8]","['zaman', 'kazanıyoruz']","['İngiliz', 'blog', 'yazı', 'yazmak', 'zaman', 'daha', 'çok', 'takip', 'kazanmak', '.']","['İngilizce', 'blog', 'yazısı', 'yazdığımız', 'zaman', 'daha', 'çok', 'takipçi', 'kazanıyoruz', '.']"
zaman kazanmak,İnsanoğlu zamana yetişebilmek adına zaman kazandıracak şeyler peşinde,idiom,1.0,2,0,0,"[4, 5]","['zaman', 'kazandıracak']","['İnsanoğlu', 'zaman', 'yetişmek', 'ad', 'zaman', 'kazanmak', 'şey', 'peşin']","['İnsanoğlu', 'zamana', 'yetişebilmek', 'adına', 'zaman', 'kazandıracak', 'şeyler', 'peşinde']"
zaman kazanmak,İnternet günlük hayatımızda inanılmaz zaman kazandırıyor.,idiom,1.0,3,0,0,"[4, 5]","['zaman', 'kazandırıyor']","['İnternet', 'gün', 'hayat', 'inanılmaz', 'zaman', 'kazanmak', '.']","['İnternet', 'günlük', 'hayatımızda', 'inanılmaz', 'zaman', 'kazandırıyor', '.']"
zaman kazanmak,İtalya'da olduğum zamanlar bir çok arkadaş kazanmıştım.,nonidiom,1.0,3,0,0,"[2, 6]","['zamanlar', 'kazanmıştım']","['İtalya', 'olmak', 'zaman', 'bir', 'çok', 'arkadaş', 'kazanmak', '.']","[""İtalya'da"", 'olduğum', 'zamanlar', 'bir', 'çok', 'arkadaş', 'kazanmıştım', '.']"
zaman kazanmak,İzmir'e vardığımız zaman kazanmak için ne gerekiyorsa yapalım.,nonidiom,1.0,4,0,0,"[4, 5]","['zaman', 'kazanmak']","['İzmir', '', 'e', 'varmak', 'zaman', 'kazanmak', 'içmek', 'ne', 'gerekmek', 'yapmak', '.']","['İzmir', ""'"", 'e', 'vardığımız', 'zaman', 'kazanmak', 'için', 'ne', 'gerekiyorsa', 'yapalım', '.']"
zaman kazanmak,İşe bisikletle gitmek bana zaman kazandırdı,idiom,1.0,3,0,0,"[4, 5]","['zaman', 'kazandırdı']","['işemek', 'bisiklet', 'gitmek', 'ban', 'zaman', 'kazanmak']","['İşe', 'bisikletle', 'gitmek', 'bana', 'zaman', 'kazandırdı']"
zaman kazanmak,İşe sahil yolundan giderek zaman kazandım.,idiom,1.0,4,0,0,"[4, 5]","['zaman', 'kazandım']","['işemek', 'sahil', 'yol', 'giderek', 'zaman', 'kazanmak', '.']","['İşe', 'sahil', 'yolundan', 'giderek', 'zaman', 'kazandım', '.']"
zaman kazanmak,İşe önden başlayarak zaman kazandı.,idiom,1.0,3,0,0,"[3, 4]","['zaman', 'kazandı']","['işemek', 'ön', 'başlamak', 'zaman', 'kazanmak', '.']","['İşe', 'önden', 'başlayarak', 'zaman', 'kazandı', '.']"
zaman kazanmak,İşlerini böyle erteleyerek zaman da para da kazanamazsın.,idiom,1.0,3,0,0,"[3, 7]","['zaman', 'kazanamazsın']","['iş', 'böyle', 'ertelemek', 'zaman', 'da', 'par', 'da', 'kazanmak', '.']","['İşlerini', 'böyle', 'erteleyerek', 'zaman', 'da', 'para', 'da', 'kazanamazsın', '.']"
zaman kazanmak,İşte o zaman kazanacaksın tüm hakettiklerini.,idiom,0.0,0,4,0,"[2, 3]","['zaman', 'kazanacaksın']","['işte', 'o', 'zaman', 'kazanmak', 'tüm', 'haketmek', '.']","['İşte', 'o', 'zaman', 'kazanacaksın', 'tüm', 'hakettiklerini', '.']"
zaman kazanmak,İşte o zaman kazanacaksın tüm hakettiklerini.,nonidiom,1.0,4,0,0,"[2, 3]","['zaman', 'kazanacaksın']","['işte', 'o', 'zaman', 'kazanmak', 'tüm', 'haketmek', '.']","['İşte', 'o', 'zaman', 'kazanacaksın', 'tüm', 'hakettiklerini', '.']"
zaman kazanmak,İște tam o zaman kazandığımı anladım.,nonidiom,1.0,3,0,0,"[3, 4]","['zaman', 'kazandığımı']","['İște', 'tam', 'o', 'zaman', 'kazanmak', 'anlamak', '.']","['İște', 'tam', 'o', 'zaman', 'kazandığımı', 'anladım', '.']"
zaman kazanmak,Şimdi yürüyerek geldiğim için zaman mı kazanmış oldum?,idiom,1.0,4,0,0,"[4, 6]","['zaman', 'kazanmış']","['şimdi', 'yürümek', 'gelmek', 'içmek', 'zaman', 'mı', 'kazanmak', 'olmak', '?']","['Şimdi', 'yürüyerek', 'geldiğim', 'için', 'zaman', 'mı', 'kazanmış', 'oldum', '?']"
zaman öldürmek,5 dakikalık bir zaman soğanları öldürmek için bana yeter.,nonidiom,1.0,5,0,0,"[3, 5]","['zaman', 'öldürmek']","['5', 'dakika', 'bir', 'zaman', 'soğan', 'öldürmek', 'iç', 'ben', 'yeter', '.']","['5', 'dakikalık', 'bir', 'zaman', 'soğanları', 'öldürmek', 'için', 'bana', 'yeter', '.']"
zaman öldürmek,Anlamış Değilim O Saçmalıkları 3 Saat İzleyip Nasıl Değerli Zamanlarını Ve Beyinlerini Öldürüyorlar.,idiom,0.6,3,2,0,"[9, 12]","['Zamanlarını', 'Öldürüyorlar']","['anlamak', 'değil', 'o', 'saçma', '3', 'saat', 'izlemek', 'nasıl', 'değer', 'zaman', 've', 'beyin', 'öldürmek', '.']","['Anlamış', 'Değilim', 'O', 'Saçmalıkları', '3', 'Saat', 'İzleyip', 'Nasıl', 'Değerli', 'Zamanlarını', 'Ve', 'Beyinlerini', 'Öldürüyorlar', '.']"
zaman öldürmek,Arkadaşımı öldüren adamlar intikam zamanın geldiğini bilsinler,nonidiom,0.0,0,0,0,"[4, 1]","['zamanın', 'öldüren']","['arkadaş', 'öldürmek', 'ada', 'intikam', 'zaman', 'gelmek', 'bilmek']","['Arkadaşımı', 'öldüren', 'adamlar', 'intikam', 'zamanın', 'geldiğini', 'bilsinler']"
zaman öldürmek,Arıların hepsi öldürüldüğü zaman dünyanın sonu gelecek deniyor.,nonidiom,0.8,4,1,0,"[3, 2]","['zaman', 'öldürüldüğü']","['arılar', 'hepsi', 'öldürmek', 'zaman', 'dünya', 'son', 'gelmek', 'demek', '.']","['Arıların', 'hepsi', 'öldürüldüğü', 'zaman', 'dünyanın', 'sonu', 'gelecek', 'deniyor', '.']"
zaman öldürmek,Azrail geldiği zaman öldürmek artık sıradanlaşır,nonidiom,0.0,0,0,0,"[2, 3]","['zaman', 'öldürmek']","['Azrail', 'gelmek', 'zaman', 'öldürmek', 'artık', 'sıradan']","['Azrail', 'geldiği', 'zaman', 'öldürmek', 'artık', 'sıradanlaşır']"
zaman öldürmek,Balıkları öldürdüğü zaman çocuk çok üzüldü.,nonidiom,0.8,4,1,0,"[2, 1]","['zaman', 'öldürdüğü']","['balık', 'öldürmek', 'zaman', 'çocuk', 'çok', 'üzmek', '.']","['Balıkları', 'öldürdüğü', 'zaman', 'çocuk', 'çok', 'üzüldü', '.']"
zaman öldürmek,Balıklarına zamanında yem vermediği için öldürdü.,nonidiom,1.0,5,0,0,"[1, 5]","['zamanında', 'öldürdü']","['balık', 'zaman', 'yem', 'vermek', 'iç', 'öldürmek', '.']","['Balıklarına', 'zamanında', 'yem', 'vermediği', 'için', 'öldürdü', '.']"
zaman öldürmek,Bazı zamanlar öldürmek için can atıyordu.,nonidiom,0.8,4,1,0,"[1, 2]","['zamanlar', 'öldürmek']","['bazı', 'zaman', 'öldürmek', 'iç', 'can', 'atamak', '.']","['Bazı', 'zamanlar', 'öldürmek', 'için', 'can', 'atıyordu', '.']"
zaman öldürmek,Başka işlerle zamanını öldüreceğine Dodiom'a deyim gir de Türkçe doğal dil işleme çalışmalarına katkı ver!,idiom,0.8,4,1,0,"[2, 3]","['zamanını', 'öldüreceğine']","['başka', 'iş', 'zaman', 'öldürmek', 'Dodiom', '', 'A', 'deyim', 'girmek', 'de', 'Türk', 'doğal', 'dilmek', 'işlem', 'çalışmak', 'katkı', 'vermek', '!']","['Başka', 'işlerle', 'zamanını', 'öldüreceğine', 'Dodiom', ""'"", 'a', 'deyim', 'gir', 'de', 'Türkçe', 'doğal', 'dil', 'işleme', 'çalışmalarına', 'katkı', 'ver', '!']"
zaman öldürmek,Başka şeylerle uğraşarak bu değerli zamanını öldürme,idiom,1.0,2,0,0,"[5, 6]","['zamanını', 'öldürme']","['başka', 'şey', 'uğraşmak', 'bu', 'değer', 'zaman', 'öldürmek']","['Başka', 'şeylerle', 'uğraşarak', 'bu', 'değerli', 'zamanını', 'öldürme']"
zaman öldürmek,Bilgisayar başında tüm zamanını öldürüyordu,idiom,1.0,2,0,0,"[3, 4]","['zamanını', 'öldürüyordu']","['bilgisayar', 'baş', 'tüm', 'zaman', 'öldürmek']","['Bilgisayar', 'başında', 'tüm', 'zamanını', 'öldürüyordu']"
zaman öldürmek,Bilgisayar başında çok zaman öldürüyorsun.,idiom,0.6666666666666666,4,2,0,"[3, 4]","['zaman', 'öldürüyorsun']","['bilgisayar', 'baş', 'çok', 'zaman', 'öldürmek', '.']","['Bilgisayar', 'başında', 'çok', 'zaman', 'öldürüyorsun', '.']"
zaman öldürmek,Bize geldiğin zaman seni öldürmek istedim,nonidiom,1.0,1,0,0,"[2, 4]","['zaman', 'öldürmek']","['biz', 'gelmek', 'zaman', 'se', 'öldürmek', 'istemek']","['Bize', 'geldiğin', 'zaman', 'seni', 'öldürmek', 'istedim']"
zaman öldürmek,Botu eğiticez diye ne çok zaman öldürdük.,idiom,0.8,4,1,0,"[5, 6]","['zaman', 'öldürdük']","['bot', 'eğiticez', 'diye', 'Ne', 'çok', 'zaman', 'öldürmek', '.']","['Botu', 'eğiticez', 'diye', 'ne', 'çok', 'zaman', 'öldürdük', '.']"
zaman öldürmek,Boş boş duruyor tüm gün zamanını öldürüyordu.,nonidiom,1.0,6,0,0,"[5, 6]","['zamanını', 'öldürüyordu']","['boş', 'boş', 'durmak', 'tüm', 'gün', 'zaman', 'öldürmek', '.']","['Boş', 'boş', 'duruyor', 'tüm', 'gün', 'zamanını', 'öldürüyordu', '.']"
zaman öldürmek,Boş işlerle zaman mı öldüreceksin.,idiom,0.8333333333333334,5,1,0,"[2, 4]","['zaman', 'öldüreceksin']","['boş', 'iş', 'zaman', 'mı', 'öldürmek', '.']","['Boş', 'işlerle', 'zaman', 'mı', 'öldüreceksin', '.']"
zaman öldürmek,Boş vaktinde zaman öldürmek yerine kitap okuyor.,idiom,1.0,5,0,0,"[2, 3]","['zaman', 'öldürmek']","['boş', 'vakit', 'zaman', 'öldürmek', 'yer', 'kitap', 'okumak', '.']","['Boş', 'vaktinde', 'zaman', 'öldürmek', 'yerine', 'kitap', 'okuyor', '.']"
zaman öldürmek,Boş yere İnternete zaman öldürme.,idiom,0.8,4,1,0,"[3, 4]","['zaman', 'öldürme']","['boş', 'yer', 'İnternet', 'zaman', 'öldürmek', '.']","['Boş', 'yere', 'İnternete', 'zaman', 'öldürme', '.']"
zaman öldürmek,Boşa zaman öldürme ders çalış.,idiom,0.6666666666666666,4,2,0,"[1, 2]","['zaman', 'öldürme']","['boşamak', 'zaman', 'öldürmek', 'ders', 'çalmak', '.']","['Boşa', 'zaman', 'öldürme', 'ders', 'çalış', '.']"
zaman öldürmek,Boşa zaman öldürüyor şimdiki gençler,idiom,0.6666666666666666,4,2,0,"[1, 2]","['zaman', 'öldürüyor']","['boşamak', 'zaman', 'öldürmek', 'şimdi', 'genç']","['Boşa', 'zaman', 'öldürüyor', 'şimdiki', 'gençler']"
zaman öldürmek,Bu böcekleri zamanında ilaçlama yaparak öldürebilirsin.,nonidiom,1.0,6,0,0,"[2, 5]","['zamanında', 'öldürebilirsin']","['bu', 'böcekler', 'zaman', 'ilâçlamak', 'yapmak', 'öldürmek', '.']","['Bu', 'böcekleri', 'zamanında', 'ilaçlama', 'yaparak', 'öldürebilirsin', '.']"
zaman öldürmek,Bu gece tüm zamanı mı  Dodiom üzerinde vakit geçirerek öldürdüm,idiom,1.0,1,0,0,"[3, 9]","['zamanı', 'öldürdüm']","['bu', 'gece', 'tüm', 'zaman', 'mı', 'Dodiom', 'Üzer', 'vakit', 'geçirmek', 'öldürmek']","['Bu', 'gece', 'tüm', 'zamanı', 'mı', 'Dodiom', 'üzerinde', 'vakit', 'geçirerek', 'öldürdüm']"
zaman öldürmek,Bu hafta hep zaman öldürdün.,idiom,0.8,4,1,0,"[3, 4]","['zaman', 'öldürdün']","['bu', 'haf', 'hep', 'zaman', 'öldürmek', '.']","['Bu', 'hafta', 'hep', 'zaman', 'öldürdün', '.']"
zaman öldürmek,Bu ilaç zamanla çiçeklerimi öldürüyor.,nonidiom,0.8333333333333334,5,1,0,"[2, 4]","['zamanla', 'öldürüyor']","['bu', 'ilâç', 'zaman', 'Çiçek', 'öldürmek', '.']","['Bu', 'ilaç', 'zamanla', 'çiçeklerimi', 'öldürüyor', '.']"
zaman öldürmek,Bu ilaçlar zamanla mikropları öldürüyor.,nonidiom,0.8333333333333334,5,1,0,"[2, 4]","['zamanla', 'öldürüyor']","['bu', 'ilâçlamak', 'zaman', 'mikrop', 'öldürmek', '.']","['Bu', 'ilaçlar', 'zamanla', 'mikropları', 'öldürüyor', '.']"
zaman öldürmek,Bu işe başlamadan önce çok zaman öldürdün.,idiom,0.8,4,1,0,"[5, 6]","['zaman', 'öldürdün']","['bu', 'iş', 'başlamak', 'önce', 'çok', 'zaman', 'öldürmek', '.']","['Bu', 'işe', 'başlamadan', 'önce', 'çok', 'zaman', 'öldürdün', '.']"
zaman öldürmek,Bu kötülükleri yaptığın zaman içimdeki tüm iyi niyeti öldürdün.,nonidiom,0.8,4,1,0,"[3, 8]","['zaman', 'öldürdün']","['bu', 'kötülük', 'yapmak', 'zaman', 'iç', 'tüm', 'iyi', 'niyet', 'öldürmek', '.']","['Bu', 'kötülükleri', 'yaptığın', 'zaman', 'içimdeki', 'tüm', 'iyi', 'niyeti', 'öldürdün', '.']"
zaman öldürmek,Bu zamanda bile birini öldürmenin cezası bu kadar az mı?,nonidiom,0.8,4,1,0,"[1, 4]","['zamanda', 'öldürmenin']","['bu', 'zaman', 'bilmek', 'biri', 'öldürmek', 'ceza', 'bu', 'Kadar', 'az', 'mı', '?']","['Bu', 'zamanda', 'bile', 'birini', 'öldürmenin', 'cezası', 'bu', 'kadar', 'az', 'mı', '?']"
zaman öldürmek,Bu zamanda da insan da hayvan da öldürülmesin artık!,nonidiom,0.8,4,1,0,"[1, 7]","['zamanda', 'öldürülmesin']","['bu', 'zaman', 'da', 'İnsa', 'da', 'hayvan', 'da', 'öldürmek', 'artık', '!']","['Bu', 'zamanda', 'da', 'insan', 'da', 'hayvan', 'da', 'öldürülmesin', 'artık', '!']"
zaman öldürmek,Bu zamanda hala öldürülen sokak hayvanları haberleri duyuyoruz.,nonidiom,0.6,3,2,0,"[1, 3]","['zamanda', 'öldürülen']","['bu', 'zaman', 'hala', 'öldürmek', 'sokak', 'hayvan', 'haber', 'duymak', '.']","['Bu', 'zamanda', 'hala', 'öldürülen', 'sokak', 'hayvanları', 'haberleri', 'duyuyoruz', '.']"
zaman öldürmek,Bu zamanda hayvanları öldürmenin cezası yok.,nonidiom,1.0,5,0,0,"[1, 3]","['zamanda', 'öldürmenin']","['bu', 'zaman', 'hayvan', 'öldürmek', 'ceza', 'yok', '.']","['Bu', 'zamanda', 'hayvanları', 'öldürmenin', 'cezası', 'yok', '.']"
zaman öldürmek,Bu zamanda nesli tükenmeye yüz tutmuş hayvanları nasıl öldürüyorlar.,nonidiom,0.8,4,1,0,"[1, 8]","['zamanda', 'öldürüyorlar']","['bu', 'zaman', 'Nes', 'tükenmek', 'yüz', 'Tut', 'hayvan', 'nasıl', 'öldürmek', '.']","['Bu', 'zamanda', 'nesli', 'tükenmeye', 'yüz', 'tutmuş', 'hayvanları', 'nasıl', 'öldürüyorlar', '.']"
zaman öldürmek,Bu zamanda sosyal medyada zaman öldürmek marifetmiş gibi anlatılıyor.,idiom,1.0,5,0,0,"[4, 5]","['zaman', 'öldürmek']","['bu', 'zaman', 'sosyal', 'medya', 'zaman', 'öldürmek', 'marifet', 'gibi', 'anlatmak', '.']","['Bu', 'zamanda', 'sosyal', 'medyada', 'zaman', 'öldürmek', 'marifetmiş', 'gibi', 'anlatılıyor', '.']"
zaman öldürmek,Bugün karşılaştığım hata tüm zamanımı öldürdü.,idiom,0.8,4,1,0,"[4, 5]","['zamanımı', 'öldürdü']","['bugün', 'karşılaşmak', 'hata', 'tüm', 'zaman', 'öldürmek', '.']","['Bugün', 'karşılaştığım', 'hata', 'tüm', 'zamanımı', 'öldürdü', '.']"
zaman öldürmek,Bunca geçen zaman içerisinde onu öldürecek vakti nereden buldun,nonidiom,1.0,1,0,0,"[2, 5]","['zaman', 'öldürecek']","['bunca', 'geçen', 'zaman', 'içeri', 'o', 'öldürmek', 'vakit', 'nere', 'bul']","['Bunca', 'geçen', 'zaman', 'içerisinde', 'onu', 'öldürecek', 'vakti', 'nereden', 'buldun']"
zaman öldürmek,Böyle boş işlerle zaman öldürmeyi bırak da ders çalış biraz.,idiom,1.0,5,0,0,"[3, 4]","['zaman', 'öldürmeyi']","['böyle', 'boş', 'iş', 'zaman', 'öldürmek', 'Bırak', 'da', 'ders', 'çalmak', 'biraz', '.']","['Böyle', 'boş', 'işlerle', 'zaman', 'öldürmeyi', 'bırak', 'da', 'ders', 'çalış', 'biraz', '.']"
zaman öldürmek,Böyle işlerle zaman öldürmemelisin,idiom,0.8333333333333334,5,1,0,"[2, 3]","['zaman', 'öldürmemelisin']","['böyle', 'iş', 'zaman', 'öldürmek']","['Böyle', 'işlerle', 'zaman', 'öldürmemelisin']"
zaman öldürmek,Bütün zamanına boş işlerle öldürüyormuş.,idiom,0.8,4,1,0,"[1, 4]","['zamanına', 'öldürüyormuş']","['bütün', 'zaman', 'boş', 'iş', 'öldürmek', '.']","['Bütün', 'zamanına', 'boş', 'işlerle', 'öldürüyormuş', '.']"
zaman öldürmek,Bütün zamanını bahçede geçirerek öldürdü,idiom,1.0,1,0,0,"[1, 4]","['zamanını', 'öldürdü']","['bütün', 'zaman', 'bahçe', 'geçirmek', 'öldürmek']","['Bütün', 'zamanını', 'bahçede', 'geçirerek', 'öldürdü']"
zaman öldürmek,Bütün zamanını havanda sarımsak öldürerek geçirdi.,nonidiom,1.0,5,0,0,"[1, 4]","['zamanını', 'öldürerek']","['bütün', 'zaman', 'hava', 'sarımsak', 'öldürmek', 'geçirmek', '.']","['Bütün', 'zamanını', 'havanda', 'sarımsak', 'öldürerek', 'geçirdi', '.']"
zaman öldürmek,Bütün zamanını kumarla içkiyle öldürüyormuş.,idiom,1.0,5,0,0,"[1, 4]","['zamanını', 'öldürüyormuş']","['bütün', 'zaman', 'kumar', 'içki', 'öldürmek', '.']","['Bütün', 'zamanını', 'kumarla', 'içkiyle', 'öldürüyormuş', '.']"
zaman öldürmek,Bütün zamanını video izleyerek öldürdü.,idiom,1.0,5,0,0,"[1, 4]","['zamanını', 'öldürdü']","['bütün', 'zaman', 'video', 'izlemek', 'öldürmek', '.']","['Bütün', 'zamanını', 'video', 'izleyerek', 'öldürdü', '.']"
zaman öldürmek,Canice öldürülen kızın ailesi zamanla kedere büründü.,nonidiom,0.8,4,1,0,"[4, 1]","['zamanla', 'öldürülen']","['cani', 'öldürmek', 'kız', 'aile', 'zaman', 'keder', 'bürümek', '.']","['Canice', 'öldürülen', 'kızın', 'ailesi', 'zamanla', 'kedere', 'büründü', '.']"
