idiom,submission,category,rating,likes,dislikes,reports,idiom_indices,idiom_words,lemmas,words
aprire gli occhi,Quando ha sentito la mia voce ha aperto gli occhi.,nonidiom,0.3333333333333333,1,2,0,"[7, 8, 9]","['aperto', 'gli', 'occhi']","['quando', 'avere', 'sentire', 'la', 'mio', 'voce', 'avere', 'aprire', 'il', 'occhio', '.']","['Quando', 'ha', 'sentito', 'la', 'mia', 'voce', 'ha', 'aperto', 'gli', 'occhi', '.']"
aprire gli occhi,"Quando ho aperto gli occhi e ho visto che mi aveva regalato un biglietto per Parigi, ho pianto di gioia",nonidiom,1.0,1,0,0,"[2, 3, 4]","['aperto', 'gli', 'occhi']","['quando', 'avere', 'aprire', 'il', 'occhio', 'e', 'avere', 'vistare', 'che', 'mi', 'avere', 'regalare', 'un', 'biglietto', 'per', 'Parigi', ',', 'avere', 'piangere', 'di', 'gioia']","['Quando', 'ho', 'aperto', 'gli', 'occhi', 'e', 'ho', 'visto', 'che', 'mi', 'aveva', 'regalato', 'un', 'biglietto', 'per', 'Parigi', ',', 'ho', 'pianto', 'di', 'gioia']"
aprire gli occhi,"Quando l'oculista ti dice di aprire gli occhi, tu aprili",nonidiom,1.0,1,0,0,"[6, 7, 8]","['aprire', 'gli', 'occhi']","['quando', ""l'"", 'oculista', 'ti', 'dire', 'di', 'aprire', 'il', 'occhio', ',', 'tu', 'aprile']","['Quando', ""l'"", 'oculista', 'ti', 'dice', 'di', 'aprire', 'gli', 'occhi', ',', 'tu', 'aprili']"
aprire gli occhi,Quando sei davvero innamorata a volte è difficile aprire gli occhi,idiom,0.0,0,3,0,"[8, 9, 10]","['aprire', 'gli', 'occhi']","['quando', 'essere', 'davvero', 'innamorare', 'a', 'volta', 'essere', 'difficile', 'aprire', 'il', 'occhio']","['Quando', 'sei', 'davvero', 'innamorata', 'a', 'volte', 'è', 'difficile', 'aprire', 'gli', 'occhi']"
aprire gli occhi,"Quando va sott'acqua apre gli occhi, per questo sono irritati",nonidiom,1.0,1,0,0,"[4, 5, 6]","['apre', 'gli', 'occhi']","['quando', 'andare', 'sotto', 'acqua', 'aprire', 'il', 'occhio', ',', 'per', 'questo', 'essere', 'irritare']","['Quando', 'va', ""sott'"", 'acqua', 'apre', 'gli', 'occhi', ',', 'per', 'questo', 'sono', 'irritati']"
aprire gli occhi,Quando viaggi da sola è bene aprire gli occhi,idiom,1.0,1,0,0,"[6, 7, 8]","['aprire', 'gli', 'occhi']","['quando', 'viaggio', 'da', 'solo', 'essere', 'bene', 'aprire', 'il', 'occhio']","['Quando', 'viaggi', 'da', 'sola', 'è', 'bene', 'aprire', 'gli', 'occhi']"
aprire gli occhi,"Quando viaggi da sola, apri gli occhi e non farti derubare",idiom,1.0,2,0,0,"[5, 6, 7]","['apri', 'gli', 'occhi']","['quando', 'viaggio', 'da', 'solo', ',', 'aprire', 'il', 'occhio', 'e', 'non', 'farti', 'derubare']","['Quando', 'viaggi', 'da', 'sola', ',', 'apri', 'gli', 'occhi', 'e', 'non', 'farti', 'derubare']"
aprire gli occhi,Quanto si è accecati dall'amore è difficile aprire gli occhi,idiom,1.0,2,0,0,"[8, 9, 10]","['aprire', 'gli', 'occhi']","['quanto', 'si', 'essere', 'accecare', ""dall'"", 'amore', 'essere', 'difficile', 'aprire', 'il', 'occhio']","['Quanto', 'si', 'è', 'accecati', ""dall'"", 'amore', 'è', 'difficile', 'aprire', 'gli', 'occhi']"
aprire gli occhi,Quel che è appena successo li ha costretti ad aprire gli occhi su Marco.,idiom,0.5,1,1,0,"[9, 10, 11]","['aprire', 'gli', 'occhi']","['quello', 'che', 'essere', 'appena', 'successo', 'li', 'avere', 'costringere', 'ad', 'aprire', 'il', 'occhio', 'su', 'Marco', '.']","['Quel', 'che', 'è', 'appena', 'successo', 'li', 'ha', 'costretti', 'ad', 'aprire', 'gli', 'occhi', 'su', 'Marco', '.']"
aprire gli occhi,"Quel farabutto sta truffando moltissime persone, dovremmo tutti aprire bene gli occhi",idiom,1.0,2,0,0,"[9, 11, 12]","['aprire', 'gli', 'occhi']","['quello', 'farabutto', 'stare', 'truffare', 'molto', 'persona', ',', 'dovere', 'tutti', 'aprire', 'bene', 'il', 'occhio']","['Quel', 'farabutto', 'sta', 'truffando', 'moltissime', 'persone', ',', 'dovremmo', 'tutti', 'aprire', 'bene', 'gli', 'occhi']"
aprire gli occhi,"Quella ragazza vive nel mondo delle favole, dovrebbe aprire gli occhi",idiom,1.0,1,0,0,"[9, 10, 11]","['aprire', 'gli', 'occhi']","['quello', 'ragazza', 'vivere', 'nel', 'mondo', 'della', 'favola', ',', 'dovere', 'aprire', 'il', 'occhio']","['Quella', 'ragazza', 'vive', 'nel', 'mondo', 'delle', 'favole', ',', 'dovrebbe', 'aprire', 'gli', 'occhi']"
aprire gli occhi,Questa notte ho aperto gli occhi e non ho più preso sonno,nonidiom,1.0,1,0,0,"[3, 4, 5]","['aperto', 'gli', 'occhi']","['questo', 'notte', 'avere', 'aprire', 'il', 'occhio', 'e', 'non', 'avere', 'più', 'prendere', 'sonno']","['Questa', 'notte', 'ho', 'aperto', 'gli', 'occhi', 'e', 'non', 'ho', 'più', 'preso', 'sonno']"
aprire gli occhi,"Questa storia mi ha fatto aprire gli occhi, ora so cosa voglio fare da grande!",idiom,0.5,1,1,0,"[5, 6, 7]","['aprire', 'gli', 'occhi']","['questo', 'storia', 'mi', 'avere', 'fare', 'aprire', 'il', 'occhio', ',', 'ora', 'sapere', 'cosa', 'volere', 'fare', 'da', 'grande', '!']","['Questa', 'storia', 'mi', 'ha', 'fatto', 'aprire', 'gli', 'occhi', ',', 'ora', 'so', 'cosa', 'voglio', 'fare', 'da', 'grande', '!']"
aprire gli occhi,Ricorda di non aprire gli occhi finché non esci dall'acqua,nonidiom,1.0,1,0,0,"[3, 4, 5]","['aprire', 'gli', 'occhi']","['ricordare', 'di', 'non', 'aprire', 'il', 'occhio', 'finché', 'non', 'uscire', ""dall'"", 'acqua']","['Ricorda', 'di', 'non', 'aprire', 'gli', 'occhi', 'finché', 'non', 'esci', ""dall'"", 'acqua']"
aprire gli occhi,"Ricordati di aprire gli occhi quando facciamo una foto, esci sempre con gli occhi chiusi!",nonidiom,0.5,1,1,0,"[2, 3, 4]","['aprire', 'gli', 'occhi']","['ricordare', 'di', 'aprire', 'il', 'occhio', 'quando', 'fare', 'una', 'foto', ',', 'uscire', 'sempre', 'con', 'il', 'occhio', 'chiuso', '!']","['Ricordati', 'di', 'aprire', 'gli', 'occhi', 'quando', 'facciamo', 'una', 'foto', ',', 'esci', 'sempre', 'con', 'gli', 'occhi', 'chiusi', '!']"
aprire gli occhi,Riesce ad aprire gli occhi quando va sott'acqua,nonidiom,0.0,0,0,1,"[2, 3, 4]","['aprire', 'gli', 'occhi']","['riuscire', 'ad', 'aprire', 'il', 'occhio', 'quando', 'andare', 'sotto', 'acqua']","['Riesce', 'ad', 'aprire', 'gli', 'occhi', 'quando', 'va', ""sott'"", 'acqua']"
aprire gli occhi,Se avessi aperto gli occhi non sarei andata a sbattere contro quel palo!,nonidiom,1.0,2,0,0,"[2, 3, 4]","['aperto', 'gli', 'occhi']","['se', 'avere', 'aprire', 'il', 'occhio', 'non', 'essere', 'andata', 'a', 'sbattere', 'contro', 'quello', 'palo', '!']","['Se', 'avessi', 'aperto', 'gli', 'occhi', 'non', 'sarei', 'andata', 'a', 'sbattere', 'contro', 'quel', 'palo', '!']"
aprire gli occhi,Se non apri gli occhi andrai a sbattere contro il palo,nonidiom,1.0,1,0,0,"[2, 3, 4]","['apri', 'gli', 'occhi']","['se', 'non', 'aprire', 'il', 'occhio', 'andare', 'a', 'sbattere', 'contro', 'il', 'palo']","['Se', 'non', 'apri', 'gli', 'occhi', 'andrai', 'a', 'sbattere', 'contro', 'il', 'palo']"
aprire gli occhi,Se non apri gli occhi continueranno a sorpassarti nella fila,idiom,1.0,1,0,0,"[2, 3, 4]","['apri', 'gli', 'occhi']","['se', 'non', 'aprire', 'il', 'occhio', 'continuare', 'a', 'sorpassare', 'nella', 'fila']","['Se', 'non', 'apri', 'gli', 'occhi', 'continueranno', 'a', 'sorpassarti', 'nella', 'fila']"
aprire gli occhi,Se non apri gli occhi finirai con il farti rubare tutti i tuoi averi,idiom,1.0,1,0,0,"[2, 3, 4]","['apri', 'gli', 'occhi']","['se', 'non', 'aprire', 'il', 'occhio', 'finire', 'con', 'il', 'farti', 'rubare', 'tutto', 'il', 'tuoi', 'avere']","['Se', 'non', 'apri', 'gli', 'occhi', 'finirai', 'con', 'il', 'farti', 'rubare', 'tutti', 'i', 'tuoi', 'averi']"
aprire gli occhi,Se non apri gli occhi ne pagherai le conseguenze,idiom,1.0,1,0,0,"[2, 3, 4]","['apri', 'gli', 'occhi']","['se', 'non', 'aprire', 'il', 'occhio', 'ne', 'pagare', 'la', 'conseguenza']","['Se', 'non', 'apri', 'gli', 'occhi', 'ne', 'pagherai', 'le', 'conseguenze']"
aprire gli occhi,Se non apri gli occhi non riesco a metterti le gocce,nonidiom,1.0,1,0,0,"[2, 3, 4]","['apri', 'gli', 'occhi']","['se', 'non', 'aprire', 'il', 'occhio', 'non', 'riuscire', 'a', 'mettere', 'la', 'goccia']","['Se', 'non', 'apri', 'gli', 'occhi', 'non', 'riesco', 'a', 'metterti', 'le', 'gocce']"
aprire gli occhi,"Se non apri gli occhi resterai in fila tutto il giorno, ti fai sempre soprassare",idiom,1.0,1,0,0,"[2, 3, 4]","['apri', 'gli', 'occhi']","['se', 'non', 'aprire', 'il', 'occhio', 'restare', 'in', 'fila', 'tutto', 'il', 'giorno', ',', 'ti', 'fare', 'sempre', 'soprassare']","['Se', 'non', 'apri', 'gli', 'occhi', 'resterai', 'in', 'fila', 'tutto', 'il', 'giorno', ',', 'ti', 'fai', 'sempre', 'soprassare']"
aprire gli occhi,Se non apri gli occhi ti farai soffiare la ragazza,idiom,1.0,1,0,0,"[2, 3, 4]","['apri', 'gli', 'occhi']","['se', 'non', 'aprire', 'il', 'occhio', 'ti', 'fare', 'soffiare', 'la', 'ragazza']","['Se', 'non', 'apri', 'gli', 'occhi', 'ti', 'farai', 'soffiare', 'la', 'ragazza']"
aprire gli occhi,Se non apri gli occhi ti fregheranno,idiom,1.0,1,0,0,"[2, 3, 4]","['apri', 'gli', 'occhi']","['se', 'non', 'aprire', 'il', 'occhio', 'ti', 'fregare']","['Se', 'non', 'apri', 'gli', 'occhi', 'ti', 'fregheranno']"
aprire gli occhi,"Se non apri gli occhi, troveranno sempre il modo di manipolarti",idiom,1.0,1,0,0,"[2, 3, 4]","['apri', 'gli', 'occhi']","['se', 'non', 'aprire', 'il', 'occhio', ',', 'trovare', 'sempre', 'il', 'modo', 'di', 'manipolarti']","['Se', 'non', 'apri', 'gli', 'occhi', ',', 'troveranno', 'sempre', 'il', 'modo', 'di', 'manipolarti']"
aprire gli occhi,"Se non inizi ad aprire gli occhi, i clienti ti daranno sempre il resto sbagliato",idiom,1.0,1,0,0,"[4, 5, 6]","['aprire', 'gli', 'occhi']","['se', 'non', 'inizio', 'ad', 'aprire', 'il', 'occhio', ',', 'il', 'cliente', 'ti', 'dare', 'sempre', 'il', 'resto', 'sbagliato']","['Se', 'non', 'inizi', 'ad', 'aprire', 'gli', 'occhi', ',', 'i', 'clienti', 'ti', 'daranno', 'sempre', 'il', 'resto', 'sbagliato']"
aprire gli occhi,"Se non vuole aprire gli occhi non posso farci nulla, si farà del male da solo",idiom,1.0,1,0,0,"[3, 4, 5]","['aprire', 'gli', 'occhi']","['se', 'non', 'volere', 'aprire', 'il', 'occhio', 'non', 'potere', 'fare', 'nulla', ',', 'si', 'fare', 'del', 'male', 'da', 'solo']","['Se', 'non', 'vuole', 'aprire', 'gli', 'occhi', 'non', 'posso', 'farci', 'nulla', ',', 'si', 'farà', 'del', 'male', 'da', 'solo']"
aprire gli occhi,Se ti addormenti tardi è ovvio che non riesci ad aprire gli occhi,idiom,1.0,1,0,0,"[10, 11, 12]","['aprire', 'gli', 'occhi']","['se', 'ti', 'addormentare', 'tardi', 'essere', 'ovvio', 'che', 'non', 'riuscire', 'ad', 'aprire', 'il', 'occhio']","['Se', 'ti', 'addormenti', 'tardi', 'è', 'ovvio', 'che', 'non', 'riesci', 'ad', 'aprire', 'gli', 'occhi']"
aprire gli occhi,"Se vuoi alzarti dal letto, innanzitutto apri gli occhi!",nonidiom,1.0,2,0,0,"[7, 8, 9]","['apri', 'gli', 'occhi']","['se', 'volere', 'alzare', 'dal', 'letto', ',', 'innanzitutto', 'aprire', 'il', 'occhio', '!']","['Se', 'vuoi', 'alzarti', 'dal', 'letto', ',', 'innanzitutto', 'apri', 'gli', 'occhi', '!']"
aprire gli occhi,"Sei scarso, apri gli occhi",idiom,0.3333333333333333,1,2,0,"[3, 4, 5]","['apri', 'gli', 'occhi']","['sei', 'scarso', ',', 'aprire', 'il', 'occhio']","['Sei', 'scarso', ',', 'apri', 'gli', 'occhi']"
aprire gli occhi,"Sei troppo ingenua, dovresti aprire gli occhi",idiom,1.0,1,0,0,"[5, 6, 7]","['aprire', 'gli', 'occhi']","['sei', 'troppo', 'ingenuo', ',', 'dovere', 'aprire', 'il', 'occhio']","['Sei', 'troppo', 'ingenua', ',', 'dovresti', 'aprire', 'gli', 'occhi']"
aprire gli occhi,"Sii te stesso, ma apri gli occhi",idiom,0.5,1,1,0,"[5, 6, 7]","['apri', 'gli', 'occhi']","['essere', 'te', 'stesso', ',', 'ma', 'aprire', 'il', 'occhio']","['Sii', 'te', 'stesso', ',', 'ma', 'apri', 'gli', 'occhi']"
aprire gli occhi,Solo aprendo gli occhi scoprirai la verità,idiom,0.5,1,1,0,"[1, 2, 3]","['aprendo', 'gli', 'occhi']","['solo', 'aprire', 'il', 'occhio', 'scoprire', 'la', 'verità']","['Solo', 'aprendo', 'gli', 'occhi', 'scoprirai', 'la', 'verità']"
aprire gli occhi,Sono andata dall'oculista perché non riesco ad aprire gli occhi,nonidiom,1.0,1,0,0,"[8, 9, 10]","['aprire', 'gli', 'occhi']","['essere', 'andare', ""dall'"", 'oculista', 'perché', 'non', 'riuscire', 'ad', 'aprire', 'il', 'occhio']","['Sono', 'andata', ""dall'"", 'oculista', 'perché', 'non', 'riesco', 'ad', 'aprire', 'gli', 'occhi']"
aprire gli occhi,Sono sicura che se aprissi gli occhi ti renderesti conto che non ti ama,idiom,1.0,2,0,0,"[4, 5, 6]","['aprissi', 'gli', 'occhi']","['essere', 'sicuro', 'che', 'se', 'aprire', 'il', 'occhio', 'ti', 'rendere', 'conto', 'che', 'non', 'ti', 'amare']","['Sono', 'sicura', 'che', 'se', 'aprissi', 'gli', 'occhi', 'ti', 'renderesti', 'conto', 'che', 'non', 'ti', 'ama']"
aprire gli occhi,Sott'acqua non riesco ad aprire gli occhi,nonidiom,1.0,1,0,0,"[5, 6, 7]","['aprire', 'gli', 'occhi']","['sotto', 'acqua', 'non', 'riuscire', 'ad', 'aprire', 'il', 'occhio']","[""Sott'"", 'acqua', 'non', 'riesco', 'ad', 'aprire', 'gli', 'occhi']"
aprire gli occhi,Sta aprendo gli occhi per la prima volta,nonidiom,0.3333333333333333,1,2,0,"[1, 2, 3]","['aprendo', 'gli', 'occhi']","['stare', 'aprire', 'il', 'occhio', 'per', 'la', 'primo', 'volta']","['Sta', 'aprendo', 'gli', 'occhi', 'per', 'la', 'prima', 'volta']"
aprire gli occhi,Sta aprendo per la prima volta gli occhi,nonidiom,0.3333333333333333,1,2,0,"[1, 6, 7]","['aprendo', 'gli', 'occhi']","['stare', 'aprire', 'per', 'la', 'primo', 'volta', 'il', 'occhio']","['Sta', 'aprendo', 'per', 'la', 'prima', 'volta', 'gli', 'occhi']"
aprire gli occhi,Stamattina aprire gli occhi è stato difficile,nonidiom,1.0,2,0,0,"[1, 2, 3]","['aprire', 'gli', 'occhi']","['stamattina', 'aprire', 'il', 'occhio', 'essere', 'essere', 'difficile']","['Stamattina', 'aprire', 'gli', 'occhi', 'è', 'stato', 'difficile']"
aprire gli occhi,Stanotte ho aperto gli occhi alle due e non sono riuscito a prendere di nuovo sonno,nonidiom,1.0,1,0,0,"[2, 3, 4]","['aperto', 'gli', 'occhi']","['stanotte', 'avere', 'aprire', 'il', 'occhio', 'alla', 'due', 'e', 'non', 'essere', 'riuscire', 'a', 'prendere', 'di', 'nuovo', 'sonno']","['Stanotte', 'ho', 'aperto', 'gli', 'occhi', 'alle', 'due', 'e', 'non', 'sono', 'riuscito', 'a', 'prendere', 'di', 'nuovo', 'sonno']"
aprire gli occhi,Stavolta gli occhi li hai aperti proprio bene per mettere il collirio,nonidiom,0.0,0,1,0,"[5, 1, 2]","['aperti', 'gli', 'occhi']","['stavolta', 'il', 'occhio', 'li', 'avere', 'aprire', 'proprio', 'bene', 'per', 'mettere', 'il', 'collirio']","['Stavolta', 'gli', 'occhi', 'li', 'hai', 'aperti', 'proprio', 'bene', 'per', 'mettere', 'il', 'collirio']"
aprire gli occhi,"Ti ingannano tutti, cerca di aprire gli occhi",idiom,1.0,1,0,0,"[6, 7, 8]","['aprire', 'gli', 'occhi']","['ti', 'ingannare', 'tutti', ',', 'cercare', 'di', 'aprire', 'il', 'occhio']","['Ti', 'ingannano', 'tutti', ',', 'cerca', 'di', 'aprire', 'gli', 'occhi']"
aprire gli occhi,Ti raccomando di tenere gli occhi aperti quando entri in quel quartiere,idiom,0.0,0,1,0,"[6, 4, 5]","['aperti', 'gli', 'occhi']","['ti', 'raccomandare', 'di', 'tenere', 'il', 'occhio', 'aprire', 'quando', 'entrare', 'in', 'quello', 'quartiere']","['Ti', 'raccomando', 'di', 'tenere', 'gli', 'occhi', 'aperti', 'quando', 'entri', 'in', 'quel', 'quartiere']"
aprire gli occhi,"Tieni gli occhi aperti quando stai da sola con lui, potrebbe farti del male",idiom,1.0,1,0,0,"[3, 1, 2]","['aperti', 'gli', 'occhi']","['tenere', 'il', 'occhio', 'aprire', 'quando', 'stare', 'da', 'solo', 'con', 'lui', ',', 'potere', 'fare', 'del', 'male']","['Tieni', 'gli', 'occhi', 'aperti', 'quando', 'stai', 'da', 'sola', 'con', 'lui', ',', 'potrebbe', 'farti', 'del', 'male']"
aprire gli occhi,"Troppe persone sono facilmente manipolabili, dovrebbero aprire gli occhi",idiom,0.25,1,3,0,"[7, 8, 9]","['aprire', 'gli', 'occhi']","['troppo', 'persona', 'essere', 'facilmente', 'manipolabili', ',', 'dovere', 'aprire', 'il', 'occhio']","['Troppe', 'persone', 'sono', 'facilmente', 'manipolabili', ',', 'dovrebbero', 'aprire', 'gli', 'occhi']"
aprire gli occhi,"Tua madre ti sta solo manipolando, apri gli occhi",idiom,0.0,0,3,0,"[7, 8, 9]","['apri', 'gli', 'occhi']","['tuo', 'madre', 'ti', 'stare', 'solo', 'manipolare', ',', 'aprire', 'il', 'occhio']","['Tua', 'madre', 'ti', 'sta', 'solo', 'manipolando', ',', 'apri', 'gli', 'occhi']"
aprire gli occhi,"Tuo padre ti sta solo manipolando, apri gli occhi",idiom,0.0,0,3,0,"[7, 8, 9]","['apri', 'gli', 'occhi']","['tuo', 'padre', 'ti', 'stare', 'solo', 'manipolare', ',', 'aprire', 'il', 'occhio']","['Tuo', 'padre', 'ti', 'sta', 'solo', 'manipolando', ',', 'apri', 'gli', 'occhi']"
aprire gli occhi,"Tuo padre ti sta solo manipolando, apri gli occhi",idiom,0.2,1,4,0,"[7, 8, 9]","['apri', 'gli', 'occhi']","['tuo', 'padre', 'ti', 'stare', 'solo', 'manipolare', ',', 'aprire', 'il', 'occhio']","['Tuo', 'padre', 'ti', 'sta', 'solo', 'manipolando', ',', 'apri', 'gli', 'occhi']"
aprire gli occhi,Ultimamente mi bruciano gli occhi e ho difficoltà ad aprire gli occhi,nonidiom,1.0,1,0,0,"[9, 10, 11]","['aprire', 'gli', 'occhi']","['ultimamente', 'mi', 'bruciare', 'il', 'occhio', 'e', 'avere', 'difficoltà', 'ad', 'aprire', 'il', 'occhio']","['Ultimamente', 'mi', 'bruciano', 'gli', 'occhi', 'e', 'ho', 'difficoltà', 'ad', 'aprire', 'gli', 'occhi']"
aprire gli occhi,Vidi una luce accecante e non riuscii ad aprire gli occhi,nonidiom,1.0,1,0,0,"[8, 9, 10]","['aprire', 'gli', 'occhi']","['vedere', 'una', 'luce', 'accecare', 'e', 'non', 'riuscire', 'ad', 'aprire', 'il', 'occhio']","['Vidi', 'una', 'luce', 'accecante', 'e', 'non', 'riuscii', 'ad', 'aprire', 'gli', 'occhi']"
aprire gli occhi,È così buio che anche quando apro gli occhi non vedo nulla,nonidiom,1.0,1,0,0,"[6, 7, 8]","['apro', 'gli', 'occhi']","['essere', 'così', 'buio', 'che', 'anche', 'quando', 'aprire', 'il', 'occhio', 'non', 'vedere', 'nulla']","['È', 'così', 'buio', 'che', 'anche', 'quando', 'apro', 'gli', 'occhi', 'non', 'vedo', 'nulla']"
aprire gli occhi,"È davvero coraggioso, durante tutto il film di paura ha aperto gli occhi",nonidiom,1.0,2,0,0,"[11, 12, 13]","['aperto', 'gli', 'occhi']","['essere', 'davvero', 'coraggioso', ',', 'durante', 'tutto', 'il', 'film', 'di', 'paura', 'avere', 'aprire', 'il', 'occhio']","['È', 'davvero', 'coraggioso', ',', 'durante', 'tutto', 'il', 'film', 'di', 'paura', 'ha', 'aperto', 'gli', 'occhi']"
aprire gli occhi,"È troppo ingenua, dovrebbe aprire gli occhi",idiom,1.0,1,0,0,"[5, 6, 7]","['aprire', 'gli', 'occhi']","['essere', 'troppo', 'ingenuo', ',', 'dovere', 'aprire', 'il', 'occhio']","['È', 'troppo', 'ingenua', ',', 'dovrebbe', 'aprire', 'gli', 'occhi']"
aprire gli occhi,È un'emozione quando i figli aprono gli occhi per la prima volta,nonidiom,0.0,0,3,0,"[6, 7, 8]","['aprono', 'gli', 'occhi']","['essere', ""un'"", 'emozione', 'quando', 'il', 'figlio', 'aprire', 'il', 'occhio', 'per', 'la', 'primo', 'volta']","['È', ""un'"", 'emozione', 'quando', 'i', 'figli', 'aprono', 'gli', 'occhi', 'per', 'la', 'prima', 'volta']"
avere birra in corpo,"""E' rischioso guidare quando si ha della birra in corpo"", disse il carabiniere.",nonidiom,1.0,4,0,0,"[6, 8, 9, 10]","['ha', 'birra', 'in', 'corpo']","['""', ""E'"", 'rischioso', 'guidare', 'quando', 'si', 'avere', 'della', 'birra', 'in', 'corpo', '""', ',', 'dire', 'il', 'carabiniere', '.']","['""', ""E'"", 'rischioso', 'guidare', 'quando', 'si', 'ha', 'della', 'birra', 'in', 'corpo', '""', ',', 'disse', 'il', 'carabiniere', '.']"
avere birra in corpo,"""Hai ancora altra birra in corpo, la salita è ancora lunga!""",idiom,1.0,4,0,0,"[1, 4, 5, 6]","['Hai', 'birra', 'in', 'corpo']","['""', 'avere', 'ancora', 'altro', 'birra', 'in', 'corpo', ',', 'la', 'salita', 'essere', 'ancora', 'lungo', '!']","['""', 'Hai', 'ancora', 'altra', 'birra', 'in', 'corpo', ',', 'la', 'salita', 'è', 'ancora', 'lunga', '!']"
avere birra in corpo,"""Ne hai di birra in corpo per continuare a cantare così a squarciagola""",idiom,1.0,4,0,0,"[2, 4, 5, 6]","['hai', 'birra', 'in', 'corpo']","['""', 'ne', 'avere', 'di', 'birra', 'in', 'corpo', 'per', 'continuare', 'a', 'cantare', 'così', 'a', 'squarciagola', '""']","['""', 'Ne', 'hai', 'di', 'birra', 'in', 'corpo', 'per', 'continuare', 'a', 'cantare', 'così', 'a', 'squarciagola', '""']"
avere birra in corpo,"""Non puoi venire alla festa senza avere della birra in corpo"", disse Andrea.",idiom,0.75,3,1,0,"[7, 9, 10, 11]","['avere', 'birra', 'in', 'corpo']","['""', 'non', 'potere', 'venire', 'alla', 'festa', 'senza', 'avere', 'della', 'birra', 'in', 'corpo', '""', ',', 'dire', 'Andrea', '.']","['""', 'Non', 'puoi', 'venire', 'alla', 'festa', 'senza', 'avere', 'della', 'birra', 'in', 'corpo', '""', ',', 'disse', 'Andrea', '.']"
avere birra in corpo,A causa del lockdown è il primo natale passato senza avere birra in corpo,nonidiom,1.0,4,0,0,"[10, 11, 12, 13]","['avere', 'birra', 'in', 'corpo']","['a', 'causa', 'del', 'lockdown', 'essere', 'il', 'primo', 'natale', 'passato', 'senza', 'avere', 'birra', 'in', 'corpo']","['A', 'causa', 'del', 'lockdown', 'è', 'il', 'primo', 'natale', 'passato', 'senza', 'avere', 'birra', 'in', 'corpo']"
avere birra in corpo,A quell'età dimostra di avere ancora birra in corpo.,idiom,1.0,3,0,0,"[5, 7, 8, 9]","['avere', 'birra', 'in', 'corpo']","['a', 'quello', 'età', 'dimostrare', 'di', 'avere', 'ancora', 'birra', 'in', 'corpo', '.']","['A', ""quell'"", 'età', 'dimostra', 'di', 'avere', 'ancora', 'birra', 'in', 'corpo', '.']"
avere birra in corpo,Abbiamo birra in corpo ancora per poco,idiom,1.0,4,0,0,"[0, 1, 2, 3]","['Abbiamo', 'birra', 'in', 'corpo']","['avere', 'birra', 'in', 'corpo', 'ancora', 'per', 'poco']","['Abbiamo', 'birra', 'in', 'corpo', 'ancora', 'per', 'poco']"
avere birra in corpo,"Anche e se ho 50 anni, ho ancora della birra nel corpo.",idiom,0.6,3,1,1,"[7, 8, 9, 10, 11, 12]","['ho', 'ancora', 'della', 'birra', 'nel', 'corpo']","['anche', 'e', 'se', 'avere', '50', 'anno', ',', 'avere', 'ancora', 'della', 'birra', 'nel', 'corpo', '.']","['Anche', 'e', 'se', 'ho', '50', 'anni', ',', 'ho', 'ancora', 'della', 'birra', 'nel', 'corpo', '.']"
avere birra in corpo,Andrea non aveva più birra in corpo per continuare il percorso e dovette fermarsi,idiom,1.0,4,0,0,"[2, 4, 5, 6]","['aveva', 'birra', 'in', 'corpo']","['Andrea', 'non', 'avere', 'più', 'birra', 'in', 'corpo', 'per', 'continuare', 'il', 'percorso', 'e', 'dovere', 'fermare']","['Andrea', 'non', 'aveva', 'più', 'birra', 'in', 'corpo', 'per', 'continuare', 'il', 'percorso', 'e', 'dovette', 'fermarsi']"
avere birra in corpo,Avere abbastanza birra in corpo è essenziale per poter continuare a sostenere il dibattito.,idiom,1.0,4,0,0,"[0, 2, 3, 4]","['Avere', 'birra', 'in', 'corpo']","['avere', 'abbastanza', 'birra', 'in', 'corpo', 'essere', 'essenziale', 'per', 'potere', 'continuare', 'a', 'sostenere', 'il', 'dibattito', '.']","['Avere', 'abbastanza', 'birra', 'in', 'corpo', 'è', 'essenziale', 'per', 'poter', 'continuare', 'a', 'sostenere', 'il', 'dibattito', '.']"
avere birra in corpo,Avere birra in corpo fino a tarda notte non è da tutti.,idiom,0.75,3,1,0,"[0, 1, 2, 3]","['Avere', 'birra', 'in', 'corpo']","['avere', 'birra', 'in', 'corpo', 'fino', 'a', 'tardo', 'notte', 'non', 'essere', 'da', 'tutti', '.']","['Avere', 'birra', 'in', 'corpo', 'fino', 'a', 'tarda', 'notte', 'non', 'è', 'da', 'tutti', '.']"
avere birra in corpo,Avere birra in corpo è importante per proseguire la gara,idiom,1.0,4,0,0,"[0, 1, 2, 3]","['Avere', 'birra', 'in', 'corpo']","['avere', 'birra', 'in', 'corpo', 'essere', 'importante', 'per', 'proseguire', 'la', 'gara']","['Avere', 'birra', 'in', 'corpo', 'è', 'importante', 'per', 'proseguire', 'la', 'gara']"
